MaterialID,name,rarity,type,source,intro,relatedFood,relatedWeapon,LABEL
m81,落落莓,1星,蒙德区域特产,野外采集推荐：望风山地采集(采集帮助：采集视频，采集专栏)风起地克罗丽丝处购买（每三天5个）枫丹蔬果贩购买（每三天5个）,饱满透亮的莓果，在口中绽放出清甜的花香。在过去，守望风暴的人仅有的慰藉便是落落莓的甜蜜与城市安宁的希望。,N/A,N/A,Material
m82,嘟嘟莲,1星,蒙德区域特产,野外采集湖泊水边采集蒙德城花语店主芙萝拉处购买（1000摩拉每个，三天刷新一次，限购五个）推荐:清泉镇采集(采集帮助：采集视频),生长在水边的花。花瓣经过烹制口感爽脆，清甜微苦。现代医学认为嘟嘟莲具有一定的解毒功效，但生吃的涩味让很多人难以接受。,"嘟嘟莲海鲜羹
极致一钓
紫苑云霓",N/A,Material
m83,「巧思」的哲学,4星,角色天赋素材,活动获得合成获得秘境获得昏识塔精通秘境:妙语Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周二/周五/周日,「巧思」是智慧之国的叶脉。巧思成于谐和的品行。行为赋予思想完美形态，思、言、行的彼此印证，是令智慧之树绽放出花朵的忠实基干。,N/A,N/A,Material
m84,「诤言」的哲学,4星,角色天赋素材,活动获得合成获得秘境获得昏识塔精通秘境:圆镜Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周一/周四/周日,「诤言」是智慧之国的枝干。诤言终于至善的操行。行为赋予言语真实含义，言、思、行的协同一致，是令智慧之树结出善果的丰厚养分。,N/A,N/A,Material
m85,「笃行」的哲学,4星,角色天赋素材,活动获得合成获得秘境获得昏识塔精通秘境:律藏Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周三/周六/周日,「笃行」是智慧之国的根系。笃行促生智慧的果实。行为实证行为本身的意义，行、言、思的联结一体，是令贤智之人得见完美的唯一通途。,N/A,N/A,Material
m86,绝云椒椒,1星,璃月区域特产,野外采集推荐：轻策庄采摘(采集帮助：采集视频，轻策庄-采集专栏，华光林-采集专栏，绝云间和南天门-采集专栏)璃月港万民堂购买（每三天5个）璃月遗珑埠百货店主丰泰购买（每三天5个）,璃月地方特产的辛辣植物。只要闻到它的味道，身体就会变得炽热，渴求水分。虽然名字中有「绝云」二字，但其实并不仅仅生长在绝云间。名字似乎来自能将人辣得直奔绝云巅峰，渴求清凉空气的辣度。,"翡玉什锦袋
辣肉窝窝头
水煮黑背鲈
轻策农家菜
万民堂水煮鱼
绝云锅巴
兽肉薄荷卷
轻策家常菜
知足常乐
香嫩椒椒鸡
摇·滚·鸡！
凉拌薄荷
爆炒肉片
炝炒肉片",N/A,Material
m87,神合秘烟的思绪,2星,武器突破素材,秘境获得参量转化纪念品商店兑换深古瞭望所炼武秘境:测度 Ⅰ/Ⅱ/Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。古时的萨满、祭司或称秘术师的那些，在「大灵」自孤冷英雄与夜魂的呼应之中逐渐形成以来，持续不断地寻找与寂静地下国度沟通的方法。入迷、出魂与降神曾是三种主要的途径，而每种途径都将借助打磨的祭具完成。,N/A,"岩峰巡歌
 碎链
 苍纹角杯
 硕果钩硕果钩",Material
m88,「天光」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:真葛废都IV（菫色之庭限时开启）时间：周三/周六/周日,N/A,N/A,N/A,Material
m89,「浮世」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:菫染之国Ⅳ（菫色之庭限时开启）时间：周一/周四/周日,雷之国土的梦想是浮世。浮世之短暂乃是人之美的本性所在。人之在世岂不与稻光相近?神威显现的刹那恍若隽永，而永恒的威鸣又有谁人能够承受？,N/A,N/A,Material
m90,「风雅」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:初雷幽谷 Ⅳ（菫色之庭限时开启）时间：周二/周五/周日,N/A,N/A,N/A,Material
m91,夜泊石,1星,璃月区域特产,野外采集璃月山洞内采集推荐：明蕴镇采集(采集帮助：采集视频)璃月港商人石头处购买（每三天5个，1000摩拉/个）奥摩斯港商人秋蔚处购买（每三天5个，1000摩拉/个）,稀有的特质矿石，在静谧的暗夜里会幽幽地发光。据称是天地间奔流的元素在异变中凝聚成的珍奇宝石。,N/A,N/A,Material
m92,贡祭炽心的惶恐,2星,武器突破素材,秘境获得参量转化纪念品商店兑换深古瞭望所炼武秘境:冥见 Ⅰ/Ⅱ/Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。在部族古老的传统之中，有这样的观点：你所取的都是来自于这个世界，于是你所得的也将献于这个世界。,N/A,"冲浪时光
 撼地者
 息燧之笛
 弥坚骨",Material
m93,「焚燔」的教导,2星,角色天赋素材,活动获得秘境获得蕴火的幽墟精通秘境：空华Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周二/周五/周日,"天赋培养素材。
火之国土的成规是焚燔。
有所取，即要有所予。想要得到，首先要付出相应的代价，正如应在焚燔中献上的祭品。",N/A,N/A,Material
m94,「角逐」的教导,2星,角色天赋素材,活动获得秘境获得蕴火的幽墟精通秘境：转竟Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周一/周四/周日,"天赋培养素材。
火之国土的原则是角逐。
何为强大者，何为弱小者？唯有胜败彰示着一切，角逐的结果，比任何话语更有说服力。",N/A,N/A,Material
m95,「纷争」的教导,2星,角色天赋素材,活动获得秘境获得蕴火的幽墟精通秘境：旋复Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周三/周六/周日,"天赋培养素材。
火之国土的事理是纷争。
不去避让矛盾，而是直面冲突，在纷争的结果彰显后，根据此结果决定将行的道路。",N/A,N/A,Material
m96,谵妄圣主的朽败,2星,武器突破素材,秘境获得参量转化纪念品商店兑换深古瞭望所炼武秘境:究观 Ⅰ/Ⅱ/Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。据说后来被称为禁城圣主的备受争议的谋主曾一度受到拘禁，而最初的人神，但当时并未具备神体的那位，向他展露了宽阔的胸怀。于是原本属于他的族群接纳了他，自他从一度伟大的种族巨大翅膀的阴影中走出之后。那以后，他将文有金纹的真容藏在面具之下，决定为那个掌握了他誓言的主人献出一切。,N/A,"山王长牙
 虹的行迹
 木棉之环
 镇山之钉",Material
m97,「秩序」的教导,2星,角色天赋素材,秘境获得苍白的遗荣精通秘境:琅诵Ⅰ/Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启)时间：周三/周六/周日,N/A,N/A,N/A,Material
m98,「正义」的教导,2星,角色天赋素材,秘境获得苍白的遗荣精通秘境:箴铭Ⅰ/Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启)时间：周二/周五/周日,N/A,N/A,N/A,Material
m99,「公平」的教导,2星,角色天赋素材,秘境获得苍白的遗荣精通秘境:旋韵Ⅰ/Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启)时间：周一/周四/周日,N/A,N/A,N/A,Material
m100,N/A,2星,武器突破素材,秘境获得参量转化纪念品商店兑换深潮的余响炼武秘境:奇械 Ⅰ/Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。传说在最初的僭主来到原始之海时，水国的先主曾赠予他一杯水。后来，他成为了不可质疑的神王，以这杯水提炼神奇的露珠，从而建立了辉煌强盛的帝国。那是久远的故事了，其主角如今正沉睡在深海鱼群的磷光之中。,N/A,"金流监督
 赤月之形
 柔灯挽歌
 峡湾长歌
 浪影阔剑
 公义的酬报
 便携动力锯
 「究极霸王超级魔剑」",Material
m101,悠古弦音的残章,2星,武器突破素材,秘境获得参量转化纪念品商店兑换深潮的余响炼武秘境:机思 Ⅰ/Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周一/周四/周日,N/A,N/A,"最初的大魔术
 裁断
 赦罪
 灰河渡手
 静谧之曲
 勘探钻机
 测距规
 水仙十字之剑",Material
m102,纯圣露滴的滤渣,2星,武器突破素材,秘境获得参量转化纪念品商店兑换深潮的余响炼武秘境:匠理 Ⅰ/Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。传说在诸生命诞生之前，曾有一片浓稠的原始之海。它曾是万物纯净的起源，也终将吞没一切生命…而那些本不属于原始之海的物质则将被滤除，成为漂荡的浮渣。「浮渣亦有它们存在的意义——究竟何种物质会被吞噬一切生命的原始根源之海所排斥？」年轻的调律师曾追随伟大的僭主，思索着这个难题。,N/A,"万世流涌大典
 静水流涌之辉
 白雨心弦
 海渊终曲
 纯水流华
 船坞长剑",Material
m103,今昔剧画之恶尉,2星,武器突破素材,秘境获得参量转化纪念品商店兑换砂流之庭炼武秘境:流沙之葬 Ⅰ/Ⅱ/Ⅲ/Ⅳ（砂流之庭限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。民话传说中，过去有名鬼人「虎千代」。武艺高强，曾有在刀剑一千柄当中狂舞，被割破的十二单如同堇花般零落，身体却未受一丝伤害的说法。后来却对将军大人露出獠牙，拔刀反叛，被斩下一臂一角后遁逃，最终郁愤发狂，自裁而殁。狂言称怀抱执妄之鬼往往内心惊悸而忧患。妄想永恒却恐惧须臾，总会为恐惧与怨怒吞没，是为自业自得。这种面具刻画的就是露出尖牙的虎千代。,N/A,"薙草之稻光
 冬极白星
 神乐之真意
 喜多院十文字
 「渔获」
 断浪长鳍
 笼钓瓶一心",Material
m104,烈日威权的残响,2星,武器突破素材,秘境获得参量转化纪念品商店兑换有顶塔炼武秘境:引业 Ⅰ/Ⅱ/Ⅲ/Ⅳ（有顶塔限时开启）时间：周三/周六/周日,N/A,N/A,"猎人之径
 图莱杜拉的回忆
 苇海信标
 竭泽
 王下近侍
 玛海菈的水色
 烈阳之嗣",Material
m105,绿洲花园的追忆,2星,武器突破素材,秘境获得参量转化纪念品商店兑换有顶塔炼武秘境:思惑 Ⅰ/Ⅱ/Ⅲ/Ⅳ（有顶塔限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。人们曾说，花的王者是欢乐与幸福之主。清泉从她的袖口涌流而出，沙漠中便有了百花盛开的绿洲；鲜花与香草紧随着她的脚步，银白的月光为她开道。在高天转过脸去的艰苦时代里，花的女主人为凡人遍洒恩惠，人们开始重新认识到快乐与自我，于是再度拾起了闲暇与奢侈。,N/A,"赤沙之杖
 千夜浮梦
 贯月矢
 盈满之实
 流浪的晚星
 聊聊棒",Material
m106,谧林涓露的铜符,2星,武器突破素材,秘境获得参量转化纪念品商店兑换有顶塔炼武秘境:云垢 Ⅰ/Ⅱ/Ⅲ/Ⅳ（有顶塔限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。在最初的贤者指导下，雨林的先民曾将枯木雕成神符，以供奉纪念绿草与高木的主人。神符仿照林间清露的形状雕成，象征着智慧的涓滴在凡人的心智中渗流。,N/A,"圣显之钥
 裁叶萃光
 原木刀
 森林王器
 西福斯的月光
 鹮穿之喙
 沙中伟贤的对答",Material
m107,飓风之种,4星,角色培养素材,N/A,N/A,N/A,N/A,Material
m108,「巧思」的教导,2星,角色天赋素材,活动获得秘境获得昏识塔精通秘境:妙语Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周二/周五/周日,「巧思」是智慧之国的叶脉。巧思生自良善的意旨。所谓「毒树不结善果」，良善坚定的意念才能孕育巧妙周到的思谋，方不沾染智慧之名。,N/A,N/A,Material
m109,「黄金」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:焚尽之环 Ⅳ（太山府限时开启）时间：周三/周六/周日,岩之国土的象征是黄金。黄金是璃月的财富。但璃月真正的财富，是璃月的人们那如黄金般闪耀的心灵。,N/A,N/A,Material
m110,「诤言」的教导,2星,角色天赋素材,活动获得秘境获得昏识塔精通秘境:圆镜Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周一/周四/周日,「诤言」是智慧之国的枝干。诤言出于纯净的心智。唯有清醒纯善的言语，方能表达深秘的智慧，令睿智之种突破傲慢的壅阻，生根繁茂。,N/A,N/A,Material
m111,「笃行」的教导,2星,角色天赋素材,活动获得秘境获得昏识塔精通秘境:律藏Ⅰ/Ⅱ/Ⅲ/Ⅳ（昏识塔限时开启）时间：周三/周六/周日,N/A,N/A,N/A,Material
m112,「勤劳」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:深炎之底Ⅰ/Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周二/周五/周日,"岩之国土的根基是勤劳。
勤劳即为相信自己，即为相信通过汗水、智慧与力量，在诸神的土地上，人人都可以拥有自己的一席之地。",N/A,N/A,Material
m113,「繁荣」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:炽炎祭场Ⅳ（太山府限时开启）时间：周一/周四/周日,N/A,N/A,N/A,Material
m114,「诗文」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得忘却之峡精通秘境:沉睡之国Ⅳ（忘却之峡限时开启）时间：周三/周六/周日,风之国土的灵魂是诗文。诗文是传颂的心意。即使一切都将逝去，即使一切都将不再，随风而行的诗歌，仍会将此世间一切美好传遍天空、大地与海洋的一切角落。,N/A,N/A,Material
m115,「抗争」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得忘却之峡精通秘境:冰封废渊Ⅳ（忘却之峡限时开启）时间：周二/周五/周日,风之国土的脊梁是抗争。蒙德的历史即是抗争的历史。抗争是为了蒙德未来的诗文，也能自由地随着眷顾的风，传到远方。,N/A,N/A,Material
m116,「自由」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得忘却之峡精通秘境:霜凝祭坛Ⅳ(忘却之峡限时开启)时间：周一/周四/周日,风之国土的精神是自由。自由其三，是歌唱的自由，即是能在风之神塑造的美好土地上歌唱，让自己的心与歌一同随风而去的自由。,N/A,N/A,Material
m117,鸣神御灵的明惠,2星,武器突破素材,秘境获得参量转化纪念品商店兑换砂流之庭炼武秘境:砂之祭场 Ⅰ/Ⅱ/Ⅲ/Ⅳ（砂流之庭限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。在过去，先民会攀登如今被称为影向山的高峰，将雷电灼烧过的树木雕琢成曲勾形，为照亮高天的闪电、震撼大地的鸣雷赋予造型。这个形象在漫长岁月的积累中，最终演化成了「雷之三重巴」的纹样，象征着雷的眷顾、智慧与威能，以及代行此等眷顾、智慧与威能的人们。,N/A,"飞雷之弦振
 赤角石溃杵
 波乱月白经津
 破魔之弓
 桂木斩长正
 掠食者
 曚云之月
 东花坊时雨",Material
m118,远海夷地的瑚枝,2星,武器突破素材,秘境获得参量转化纪念品商店兑换砂流之庭炼武秘境:沉砂之渊 Ⅰ/Ⅱ/Ⅲ/Ⅳ（砂流之庭限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。稻妻列岛中距离鸣神岛最遥远的「海衹」，在海衹岛的古语中的意思是「统管诸海的大神」。传说大蛇在常夜的渊下国土中初次现身时，身上覆满了四色的珊瑚枝，散发着煌煌的荧光。,N/A,"雾切之回光
 不灭月华
 有乐御簾切
 天目影打刀
 白辰之环
 恶王丸
 证誓之明瞳",Material
m119,「天光」的教导,2星,角色天赋素材,活动获得秘境获得菫色之庭精通秘境:真葛废都I/II/III/IV（菫色之庭限时开启）时间：周三/周六/周日,N/A,N/A,N/A,Material
m120,「浮世」的教导,2星,角色天赋素材,活动获得秘境获得菫色之庭在稻妻开启宝箱时概率获得精通秘境:菫染之国Ⅰ/Ⅱ/Ⅲ/Ⅳ（菫色之庭限时开启）时间：周一/周四/周日,雷之国土的梦想是浮世。浮世之荣华乃是人之美的最高体现。人之在世岂不与疾电相类？如美梦或花火般浮华一瞬，在永恒的夜幕中留下绚烂的印记。,N/A,N/A,Material
m121,「风雅」的教导,2星,角色天赋素材,活动获得秘境获得菫色之庭精通秘境:初雷幽谷Ⅰ/Ⅱ/Ⅲ/Ⅳ（菫色之庭限时开启）时间：周二/周五/周日,雷之国土的姿容是风雅。风雅是不谄媚。风雅之人永远是高贵的。正似只愿高飞与雷暴争鸣的海鹰;迎合鄙俗则恰如将花冠倒插泥淖，仅让尊严染上了污渍。,N/A,N/A,Material
m122,雾海云间的铅丹,2星,武器突破素材,秘境获得参量转化纪念品商店兑换震雷连山密宫炼武秘境:鸣雷城墟Ⅰ/Ⅱ/Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。绝云间乃是仙家府地。而相传仙家除了三眼五显神通，可以操纵尘世的元素之力外，另有三项不传秘:丹鼎、符篆与外景。,N/A,N/A,Material
m123,孤云寒林的光砂,2星,武器突破素材,秘境获得参量转化纪念品商店兑换震雷连山密宫炼武秘境:雷云祭坛Ⅰ/Ⅱ/Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。孤云阁耸立的岩柱，曾经都是摩拉克斯为了镇伏敌手降下的岩枪。久而久之，魔神之体渗入了岩柱，使之拥有了圣性。岩柱偶尔会剥落一些散发着怨恨和不样的碎屑。,N/A,"和璞鸢
 斫峰之刃
 若水
 碧落之珑
 黑岩绯玉
 白影剑
 黑岩长剑
 流月针
 弓藏
 匣里日月
 黑岩战弓
 千岩古剑
 遗祀玉珑
 匣里龙吟
 暗铁剑
 白缨枪
 翡玉法球
 弹弓",Material
m124,漆黑陨铁的一粒,2星,武器突破素材,秘境获得参量转化纪念品商店兑换震雷连山密宫炼武秘境:古雷试炼场Ⅰ/Ⅱ/Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。曾经在璃月云来海之外落下过一个漆黑陨铁，据说也是为了降伏靡兽妖物。但是因为沾染了强大的污秽之血，这块材料的特性已经不再是纯粹的岩王帝君之力了。,N/A,"尘世之锁
 贯虹之槊
 护摩之杖
 万国诸海图谱
 试作古华
 铁蜂刺
 试作星镰
 钢轮弓
 螭骨剑
 千岩长枪
 衔珠海皇
 落霞
 筑云
 飞天御剑
 飞天大御剑
 黑缨枪",Material
m125,高塔孤王的破瓦,2星,武器突破素材,秘境获得参量转化纪念品商店兑换塞西莉亚苗圃炼武秘境:水光之城Ⅰ/Ⅱ/Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。最近被称为风龙废墟的地方，曾经是烈风的魔神「迭卡拉庇安」建造的王都。因这繁华之梦全是魔神之力所造，因此梦碎瞬间的破瓦断片也有强大的力量。,N/A,N/A,Material
m126,狮牙斗士的枷锁,2星,武器突破素材,秘境获得参量转化纪念品商店兑换塞西莉亚苗圃炼武秘境:渴水的废都Ⅰ/Ⅱ/Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。人们总是会对英雄的故事过分夸大啦。甚至是曾经束缚英雄的枷锁，都被升华到了自由之敌的高度。因此这些锁链也拥有了非凡的力量。,N/A,"四风原典
 狼的末路
 阿莫斯之弓
 天空之脊
 苍古自由之誓
 祭礼残章
 宗室大剑
 西风猎弓
 宗室长弓
 祭礼剑
 西风大剑
 西风长枪
 腐殖之剑
 忍冬之果
 风花之颂
 暗巷猎手
 饰铁之花
 旅行剑
 白铁大剑
 异世界行记
 反曲弓
 铁尖枪
 新手长枪",Material
m127,凛风奔狼的始龀,2星,武器突破素材,秘境获得参量转化纪念品商店兑换塞西莉亚苗圃炼武秘境:深没之谷Ⅰ/Ⅱ/Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。群狼是受它祝福的近卫军，就算是小狼的乳牙也有相当的潜力。曾经的众神皆背负爱人的责任。因此引导群狼，却只收养弃婴、接纳流浪者的「安德留斯」十分异类。,N/A,N/A,Material
m128,龙王之冕,5星,天赋培养素材,周常BOSS掉落70级以上若陀龙王挑战奖励,千年刚玉凝成的结晶之角，乃是「龙王」的天生冠冕。注之以精魄，塑之以顽岩。它自山涧而生，在群岩的国土彰示天地的威权，而黄金般的长角则是它在过去与某位君王分庭抗礼的标志。曾一度裂折失色，如今却在你的手中闪烁着冰冷的黄金光泽。,N/A,N/A,Material
m129,「黄金」的教导,2星,角色天赋素材,活动获得秘境获得太山府精通秘境:焚尽之环Ⅰ/Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周三/周六/周日在璃月开启宝箱时概率获得,岩之国土的象征是黄金。黄金是流淌在璃月土地深处的血液，是鼓动璃月的心脏有力搏动的肌肉，是让璃月傲然挺立的筋骨。,N/A,N/A,Material
m130,「勤劳」的教导,2星,角色天赋素材,活动获得秘境获得太山府精通秘境:深炎之底Ⅰ/Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周二/周五/周日,"岩之国土的根基是勤劳。
勤劳即为通过人的努力，克服高山与大海，追求繁荣与黄金的勇气与力量。",N/A,N/A,Material
m131,「繁荣」的教导,2星,角色天赋素材,活动获得秘境获得太山府精通秘境:炽炎祭场Ⅰ/Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周一/周四/周日,岩之国土的追求是繁荣。繁荣是璃月的恩惠，是璃月的神与人共同建立的伟大城市，是璃月的大地安全和平的源泉。,N/A,N/A,Material
m132,「诗文」的教导,2星,角色天赋素材,活动获得秘境获得忘却之峡精通秘境:沉睡之国Ⅰ/Ⅱ/Ⅲ/Ⅳ（忘却之峡限时开启）时间：周三/周六/周日,风之国土的灵魂是诗文。诗文是美好的心意。在美好的日子里，吹拂原野的风中飘扬着田园诗、情诗，如和风拨动草叶般拨动人们的心。,N/A,N/A,Material
m133,「抗争」的教导,2星,角色天赋素材,活动获得秘境获得忘却之峡精通秘境:冰封废渊Ⅰ/Ⅱ/Ⅲ/Ⅳ（忘却之峡限时开启）时间：周二/周五/周日,风之国土的脊梁是抗争。蒙德的历史即是抗争的历史。抗争是为了蒙德过去的一切抗争不被遗忘，如同草木突破土壤，如同恒风洞穿石墙。,N/A,N/A,Material
m134,「自由」的教导,2星,角色天赋素材,活动获得秘境获得忘却之峡精通秘境:霜凝祭坛Ⅰ/Ⅱ/Ⅲ/Ⅳ(忘却之峡限时开启)时间：周一/周四/周日,风之国土的精神是自由。自由其一，是生存的自由，即是能健全、健康地生活，而不必担心朝不保夕的自由。,N/A,N/A,Material
m135,神合秘烟的预感,3星,武器突破素材,秘境获得合成获得活动获得参量转化深古瞭望所炼武秘境:测度 Ⅱ/Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。尚古的通灵者认为，没有形象而只有意识的「大灵」是去除了外在，更接近精神本质的存在。将粗糙的石料打磨，直至去除所有纹理，成为反射光亮的镜子的过程，也是一种除去世界原有表征的仪式。或许光滑的镜面亦是通灵者自身精神的投射也说不定。,N/A,"岩峰巡歌
 碎链
 苍纹角杯
 硕果钩硕果钩",Material
m136,贡祭炽心的踌躇,3星,武器突破素材,秘境获得合成获得活动获得参量转化深古瞭望所炼武秘境:冥见 Ⅱ/Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。在原有的文明如破碎的玉石般失落，自天上来，引导地上文明的使者被醒来的巨龙吞噬殆尽之后，步入荒蛮的人失去了重新认识世界的能力。于是他们将一切所得都归于最为原始的信仰，认为承载一切的大地自有其神秘，于是，所获的猎物被作为祭品上贡的时代开始了。,N/A,"冲浪时光
 撼地者
 息燧之笛
 弥坚骨",Material
m137,「焚燔」的指引,3星,角色天赋素材,合成获得活动获得秘境获得蕴火的幽墟精通秘境：空华Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周二/周五/周日,N/A,N/A,N/A,Material
m138,「角逐」的指引,3星,角色天赋素材,合成获得活动获得秘境获得蕴火的幽墟精通秘境：转竟Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周一/周四/周日,N/A,N/A,N/A,Material
m139,「纷争」的指引,3星,角色天赋素材,合成获得活动获得秘境获得蕴火的幽墟精通秘境：旋复Ⅰ/Ⅱ/Ⅲ/Ⅳ（蕴火的幽墟限时开启）时间：周三/周六/周日,"天赋培养素材。
火之国土的事理是纷争。
纷争永远能够被更高层面的力量介入并解决，而非不可收拾，这让一切都得以进入可控的境地。纷争亦是一种局限，禁止不计成本地推诿下去，而是要求参与方更干净利落地得出结果。",N/A,N/A,Material
m140,谵妄圣主的余哀,3星,武器突破素材,秘境获得合成获得活动获得参量转化深古瞭望所炼武秘境:究观 Ⅱ/Ⅲ/Ⅳ（深古瞭望所限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。在与巨龙进行战争之时，众部族的谋主，那位以面具掩藏起面目者，为部族的战士们解读非人遗迹上金色纹路的信息，那是在现今早已失落的技巧。这语言与思想由自己的敌人所授予，或许对谋主来说，站在相对的立场驱使它们是相当快意的复仇之事吧。只是他那份毫不掩饰的恨意，偶尔也会换来同行英杰们的深深担忧。,N/A,"山王长牙
 虹的行迹
 木棉之环
 镇山之钉",Material
m141,「秩序」的指引,3星,角色天赋素材,秘境获得合成获得苍白的遗荣精通秘境:琅诵Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启)时间：周三/周六/周日,N/A,N/A,N/A,Material
m142,「正义」的指引,3星,角色天赋素材,秘境获得合成获得苍白的遗荣精通秘境:箴铭Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启)时间：周二/周五/周日,N/A,N/A,N/A,Material
m143,「公平」的指引,3星,角色天赋素材,秘境获得合成获得苍白的遗荣精通秘境:旋韵Ⅱ/Ⅲ/Ⅳ(苍白的遗荣限时开启)时间：周一/周四/周日,"水之国土的堤岸是公平。
公平是枫丹立国的基础。公平形成了律法的准绳。假若律法失去公平的本质，必沦为敛利的棋盘。",N/A,N/A,Material
m144,N/A,3星,武器突破素材,秘境获得合成获得活动获得参量转化深潮的余响炼武秘境:奇械 Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周三/周六/周日,N/A,N/A,"金流监督
 赤月之形
 柔灯挽歌
 峡湾长歌
 浪影阔剑
 公义的酬报
 便携动力锯
 「究极霸王超级魔剑」",Material
m145,纯圣露滴的凝华,3星,武器突破素材,秘境获得合成获得活动获得参量转化深潮的余响炼武秘境:匠理 Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周二/周五/周日,N/A,N/A,"万世流涌大典
 静水流涌之辉
 白雨心弦
 海渊终曲
 纯水流华
 船坞长剑",Material
m146,悠古弦音的断章,3星,武器突破素材,秘境获得合成获得活动获得参量转化深潮的余响炼武秘境:机思 Ⅱ/Ⅲ/Ⅳ（深潮的余响限时开启）时间：周一/周四/周日,N/A,N/A,"最初的大魔术
 裁断
 赦罪
 灰河渡手
 静谧之曲
 勘探钻机
 测距规
 水仙十字之剑",Material
m147,烈日威权的余光,3星,武器突破素材,秘境获得合成获得活动获得参量转化有顶塔炼武秘境:引业 Ⅱ/Ⅲ/Ⅳ（有顶塔限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。编织万千思绪，统制万千灵魂，此所谓威权之道。然而威权之道并非冷酷的暴政，其目的恰恰最为深郁一创造不再有人苦恼， 不再需要迫害与奴役的真实乐土。正如沉默的王从晶石的秘密中望见的一切正如已然消逝的伴侣曾经的教诲那般。玄色的虫印与铁色的裁决，就这样成为了王国法度的基石。,N/A,"猎人之径
 图莱杜拉的回忆
 苇海信标
 竭泽
 王下近侍
 玛海菈的水色
 烈阳之嗣",Material
